,id,tackles_r_count,offsides_r_count,total_shots_l,yellow_cards_r_count,shots_on_target_l,corners_l_count,goals_r_count,shots_on_target_r,passes_r,tackles_l_count,possession_l,goals_l_count,corners_r_count,passes_l,yellow_cards_l_count,free_kicks_r_count,free_kicks_l_count,fouls_r_count,offsides_l_count,ball_on_side_l,outlier,score
597,100598,34,0,35,0,42,2,0,3,233,16,75,2,0,893,0,6,1,1,2,41,1,-1.074240277093132
598,100599,32,0,30,0,36,5,1,0,194,20,80,2,0,782,0,7,2,1,1,34,1,-1.0816369915257456
599,100600,25,0,6,0,2,0,3,0,241,16,67,2,0,873,0,7,3,3,0,71,1,-1.0632261081295344
600,100601,29,0,16,0,43,4,2,3,205,15,70,2,0,717,0,6,4,5,1,29,1,-1.087897577752007
601,100602,31,0,29,0,14,5,0,2,260,19,65,1,0,583,0,9,1,1,0,33,1,-1.1032585144696447
602,100603,39,0,19,0,22,1,1,16,287,19,67,1,0,891,0,7,3,2,0,70,1,-1.0840199151002075
603,100604,31,0,33,0,54,2,1,9,188,15,77,0,1,902,0,4,3,2,1,50,1,-1.100072964871824
604,100605,33,0,4,0,24,1,2,0,189,12,71,1,0,879,0,9,7,7,0,57,1,-1.1331303417346439
605,100606,23,0,5,0,40,2,1,4,257,23,65,1,0,813,3,8,2,1,0,56,1,-1.076594646285125
606,100607,27,0,20,0,37,2,1,3,341,31,52,1,1,679,1,10,2,1,0,45,1,-1.0265912690476704
607,100608,28,0,32,0,37,4,0,0,152,12,78,2,0,745,0,7,1,1,0,51,1,-1.0605832640032322
608,100609,25,0,7,0,28,0,2,0,250,10,68,1,0,715,0,8,2,2,0,48,1,-0.981313143928256
609,100610,30,0,38,0,32,3,0,0,187,14,78,0,0,849,0,4,2,2,0,35,1,-1.0364868243275596
610,100611,17,0,3,0,3,5,1,3,216,17,65,0,0,607,0,11,3,3,2,49,1,-1.1731929227948894
611,100612,20,0,14,0,40,0,3,0,294,27,61,0,0,871,0,8,0,0,0,46,1,-1.0567056233571313
612,100613,22,0,16,0,15,2,1,2,365,21,57,1,0,622,1,9,1,1,3,55,1,-1.202939796384928
613,100614,32,2,13,1,27,2,0,6,243,14,72,3,1,847,0,4,5,2,1,53,-1,-1.546736197941284
614,100615,30,0,5,0,0,2,0,0,179,23,76,0,0,964,0,10,5,2,1,63,1,-1.0527617805727152
615,100616,17,0,13,0,39,1,2,2,267,29,56,2,0,629,2,13,3,2,0,52,1,-1.0525071157884167
616,100617,15,0,8,0,25,1,1,0,276,23,60,1,0,731,0,11,0,0,1,63,1,-1.011326878934054
617,100618,33,0,15,0,8,2,0,10,151,12,77,1,0,917,0,6,1,0,0,50,1,-1.0358927806489266
618,100619,28,0,9,0,17,1,2,4,261,18,66,0,1,666,0,7,2,1,0,52,1,-0.9969707500774234
619,100620,27,0,17,0,36,1,0,0,250,21,65,4,0,677,0,9,5,3,0,42,1,-1.0207426685233485
620,100621,28,0,13,0,26,3,0,2,215,18,71,2,0,867,1,8,2,2,1,47,1,-0.9844153941971618
621,100622,24,0,16,1,4,0,0,2,159,18,77,0,1,961,0,5,2,2,0,73,1,-1.3465974016240307
622,100623,37,0,6,0,22,1,1,3,193,24,71,0,0,779,0,9,2,0,1,56,1,-0.9869807792230479
623,100624,17,0,0,0,6,0,0,5,216,20,65,1,0,899,0,10,6,3,0,58,1,-1.0305239422716863
624,100625,43,0,6,0,21,2,0,0,188,18,70,0,0,820,1,6,4,4,0,58,1,-1.0122419775654226
625,100626,28,0,15,0,52,2,0,3,234,15,72,3,0,899,0,8,4,2,0,38,1,-1.0004045200273413
626,100627,24,0,6,0,6,1,1,5,234,23,72,2,2,839,0,8,1,2,1,49,1,-1.1385202685574023
627,100628,31,0,20,0,34,1,2,0,192,18,76,2,0,978,0,7,0,0,0,44,1,-1.0182851917918128
628,100629,19,0,5,0,33,1,2,2,347,23,60,1,0,648,1,11,2,1,1,46,1,-1.011347157819025
629,100630,24,0,15,0,12,0,1,0,293,18,67,1,0,796,2,6,1,0,0,46,1,-1.0093510016385214
630,100631,24,0,12,0,13,3,0,0,211,12,75,0,0,881,0,6,4,3,1,57,1,-1.0006981358988147
631,100632,25,0,16,0,29,2,0,0,172,17,77,1,0,1019,0,4,3,2,0,51,1,-0.9942285306101964
632,100633,34,0,16,0,38,0,0,0,264,33,69,4,0,799,0,8,2,2,0,52,1,-1.0438098071359674
633,100634,30,0,29,0,18,1,0,8,268,19,62,1,0,752,0,4,4,5,0,47,1,-1.0062089181739395
634,100635,14,0,32,0,52,0,0,0,322,18,61,2,0,807,0,10,1,1,0,42,1,-1.0335808098074362
635,100636,18,0,3,0,7,1,1,5,343,28,61,1,0,727,1,13,0,0,1,55,1,-1.0327050700784854
636,100637,16,0,6,0,14,2,2,10,240,24,62,0,2,789,0,7,2,2,1,63,1,-1.1690234542344113
637,100638,27,0,19,0,21,1,1,14,179,17,68,0,0,791,1,7,5,4,0,53,1,-1.031014546567533
638,100639,20,0,12,0,28,0,3,4,384,20,54,2,0,571,1,13,0,1,0,49,1,-1.1075268182341313
639,100640,25,0,30,0,57,1,0,0,326,19,73,2,0,966,0,7,3,3,0,48,1,-1.0137169194036915
640,100641,40,0,8,0,25,1,1,0,212,17,73,2,0,834,1,5,4,4,0,36,1,-1.0089315884600005
641,100642,19,0,1,0,34,1,0,1,334,23,61,1,0,633,0,11,1,0,0,61,1,-1.013972254049692
642,100643,20,0,17,0,84,2,0,5,306,19,64,5,0,768,0,6,3,3,0,48,1,-1.1692977026335154
643,100644,31,0,34,0,20,3,0,10,240,18,66,1,0,689,0,7,2,3,0,54,1,-1.0057923999485872
644,100645,13,0,25,0,62,0,0,1,271,24,60,1,0,725,2,12,1,1,0,46,1,-1.0906460524676311
645,100646,31,0,20,0,14,1,1,0,271,29,66,1,0,791,2,10,1,1,0,49,1,-1.0069505611713838
646,100647,42,0,2,0,25,2,0,7,171,22,77,0,0,1032,0,7,2,2,0,59,1,-1.0679130462067556
647,100648,24,0,9,0,24,2,1,0,161,14,77,2,0,925,0,5,3,3,0,45,1,-0.9912827348939264
648,100649,16,0,13,0,18,1,3,9,329,24,57,1,1,645,0,9,0,0,0,62,1,-1.093266768889265
649,100650,21,0,12,0,4,0,2,3,231,16,66,1,1,693,1,10,2,1,0,67,1,-1.044429293753656
650,100651,29,0,2,0,8,1,0,0,186,17,79,0,0,970,1,6,2,2,0,50,1,-0.9950692858567258
651,100652,23,0,9,1,16,0,4,10,330,31,58,0,0,635,0,12,2,2,0,67,1,-1.3027273909014294
652,100653,22,0,3,0,42,2,0,0,211,13,71,1,0,726,0,8,1,1,2,42,1,-1.0578055223116025
653,100654,24,0,25,0,43,3,0,0,205,23,78,1,0,753,1,8,5,5,0,37,1,-1.040378872448705
654,100655,33,0,12,1,14,1,1,3,302,17,67,2,0,697,0,6,5,4,0,46,1,-1.1963602775911006
655,100656,32,0,4,0,18,1,1,4,212,17,74,1,0,767,0,7,2,0,0,40,1,-0.9724038873294332
656,100657,31,0,45,0,53,2,0,0,247,14,73,1,0,817,0,7,1,2,1,46,1,-1.0288611303668627
657,100658,24,0,30,0,28,0,1,7,284,27,61,1,0,777,2,9,5,3,0,53,1,-1.0298017310032066
658,100659,22,0,11,0,31,0,1,5,335,29,54,1,1,711,0,11,3,2,0,46,1,-1.0209825270906192
659,100660,36,0,21,0,34,2,2,9,306,29,60,1,1,748,0,10,4,3,0,59,1,-1.0528735042219481
660,100661,22,1,12,0,20,0,1,12,190,16,71,1,0,924,0,5,5,3,0,55,1,-1.1287674077774834
661,100662,17,0,0,0,0,0,1,13,239,22,70,0,1,933,0,5,2,2,0,81,1,-1.20405869761196
662,100663,40,0,11,1,17,2,0,8,349,29,60,2,0,730,1,10,6,3,0,52,1,-1.255695241547611
663,100664,19,0,20,0,34,0,2,1,206,28,66,1,0,908,0,10,1,2,0,39,1,-1.0048628132979238
664,100665,27,1,22,0,7,2,1,12,356,28,52,0,0,582,0,12,4,2,0,67,1,-1.169976207404485
665,100666,29,0,20,1,30,2,1,3,264,16,68,1,0,783,0,7,4,3,1,55,1,-1.1644311883188017
666,100667,19,0,31,0,64,3,1,0,255,21,64,3,1,638,1,12,3,2,1,44,1,-1.1037350979538083
667,100668,36,1,10,0,14,0,2,1,211,21,64,1,0,742,1,9,3,1,0,59,1,-1.0992406714257879
668,100669,26,0,19,0,50,1,2,3,311,23,53,1,0,719,2,10,2,2,0,66,1,-1.065921597433339
669,100670,29,0,16,0,21,1,1,0,213,22,73,1,0,884,2,8,1,2,0,50,1,-0.992792136007108
670,100671,32,0,36,0,24,0,0,6,322,28,63,3,0,798,2,12,1,0,0,37,1,-1.1186935314079143
671,100672,18,1,41,0,80,1,0,6,348,31,56,6,1,712,1,12,1,0,1,46,1,-1.4571068410572388
672,100673,26,1,12,0,46,0,0,8,269,19,63,2,0,790,1,10,5,1,0,44,1,-1.1166740618777808
673,100674,25,1,32,0,29,2,1,2,219,17,74,0,0,723,1,8,4,3,0,44,1,-1.0921800762351745
674,100675,23,0,3,0,39,0,0,0,255,21,68,1,0,857,0,11,3,3,1,54,1,-0.9820803837739326
675,100676,28,0,24,0,45,2,1,8,328,22,65,1,0,877,0,6,1,1,0,40,1,-0.9911859013736157
676,100677,28,0,11,0,23,1,1,0,209,16,74,2,0,827,0,7,1,1,0,55,1,-0.9762560601873961
677,100678,27,1,26,0,39,2,0,2,258,13,74,1,0,968,0,5,5,5,1,45,1,-1.1380934685299247
678,100679,38,0,9,0,8,1,0,12,245,19,66,1,0,802,2,9,4,4,2,62,1,-1.18799706898993
679,100680,20,0,1,0,10,0,2,3,390,43,41,0,0,523,0,13,2,2,0,54,1,-1.2716624367473175
680,100681,33,0,20,0,22,0,5,6,309,26,64,1,0,668,0,11,1,1,0,59,1,-1.2003364549905113
681,100682,30,0,10,0,37,3,0,0,216,13,70,1,0,719,0,9,2,0,1,47,1,-0.9961653455210557
682,100683,20,0,22,0,26,4,0,16,189,13,69,1,1,894,0,2,2,2,0,55,1,-1.2122684529511056
683,100684,24,0,9,0,13,2,0,0,201,22,74,1,0,793,0,6,4,4,0,49,1,-0.9785334468513183
684,100685,29,0,5,0,23,0,1,0,304,24,65,0,0,704,1,10,4,6,0,50,1,-1.0212522165599416
685,100686,32,1,25,0,30,3,0,5,222,20,68,1,0,844,0,7,2,1,0,54,1,-1.0718970285589295
686,100687,26,0,10,0,30,1,1,3,220,18,74,2,0,862,0,3,4,4,0,38,1,-0.9923018578353309
687,100688,35,0,18,0,67,2,1,2,236,22,73,0,0,743,0,9,5,4,1,49,1,-1.0402737630713208
688,100689,28,1,11,0,23,1,1,4,257,20,68,2,0,793,0,8,5,3,1,52,1,-1.0609503633241077
689,100690,22,0,3,0,11,1,1,0,212,21,68,0,0,881,0,9,1,1,0,56,1,-0.9770611280866497
690,100691,38,0,22,0,22,5,0,2,225,16,75,2,0,779,1,4,2,2,0,47,1,-1.0537747137071931
691,100692,30,1,6,0,26,1,0,11,254,18,60,2,0,818,0,11,3,0,0,47,1,-1.124243131824047
692,100693,26,0,6,0,18,1,1,5,233,27,59,0,0,604,0,16,2,2,1,57,1,-1.030107661854917
693,100694,38,0,18,0,15,3,0,7,245,19,65,1,0,822,2,9,4,2,0,60,1,-1.0339117669588112
694,100695,34,0,9,0,25,1,2,6,323,26,59,1,1,635,0,8,5,5,0,49,1,-1.0593579193273275
695,100696,25,0,3,0,6,1,2,10,265,17,67,1,0,756,0,11,2,0,2,59,1,-1.083305356035598
696,100697,20,0,25,0,20,1,3,3,259,25,64,1,0,834,1,7,0,0,0,55,1,-1.0216320430284997
697,100698,34,0,14,0,27,1,0,0,173,19,76,0,0,1008,1,10,1,1,0,51,1,-1.008189744104721
698,100699,21,0,37,0,8,1,3,16,333,43,52,2,0,625,0,15,2,2,1,53,1,-1.303223796339924
699,100700,39,0,15,0,7,0,2,1,238,20,79,0,0,850,0,6,8,5,1,51,1,-1.158990389732758
700,100701,23,0,11,0,48,1,1,4,221,29,67,2,0,819,0,9,2,2,0,58,1,-0.9788773454955003
701,100702,33,0,13,0,28,0,0,3,257,21,68,2,0,794,1,6,2,0,0,50,1,-0.9785499432189243
702,100703,21,0,5,0,27,1,2,6,287,20,66,1,0,746,0,6,3,2,1,64,1,-0.9929221161041323
703,100704,23,0,38,0,40,4,1,12,393,22,53,2,1,582,0,16,1,0,2,40,1,-1.3459135605326271
704,100705,45,0,9,0,13,2,1,0,199,17,76,3,0,830,0,1,4,3,0,42,1,-1.0847372587451176
705,100706,25,0,8,0,36,3,0,4,243,16,71,1,0,819,1,6,5,6,1,55,1,-1.0314393394705472
706,100707,23,0,0,0,4,0,0,10,313,28,65,1,0,831,0,10,3,0,0,70,1,-1.0453211318596611
707,100708,23,0,28,0,24,1,1,5,335,36,52,1,1,595,0,12,1,1,0,52,1,-1.0630437724532475
708,100709,20,0,7,0,6,1,1,3,175,16,69,2,0,729,1,7,3,2,0,48,1,-0.9772783905291373
709,100710,20,1,6,0,17,0,3,11,291,29,62,1,1,718,1,12,2,0,0,62,1,-1.149908996322534
710,100711,25,0,55,0,39,0,2,4,266,20,63,3,0,743,2,13,1,0,0,49,1,-1.199896368286181
711,100712,23,0,16,0,27,2,2,7,264,20,61,2,1,703,2,10,1,1,2,42,1,-1.1294733984387582
712,100713,26,0,19,0,24,3,1,1,233,20,66,0,0,681,0,8,3,2,1,40,1,-0.9949847853619228
713,100714,19,0,13,0,56,1,0,0,338,26,63,2,0,740,0,9,2,2,0,45,1,-0.9991293085161309
714,100715,28,0,3,0,19,2,0,9,266,25,69,2,0,792,0,9,0,1,1,58,1,-1.0033106347857028
715,100716,20,0,28,0,19,0,1,7,266,23,64,1,0,696,0,11,1,1,0,50,1,-0.9854109428627296
716,100717,21,0,6,0,21,2,2,20,369,27,56,1,0,702,0,11,0,0,0,65,1,-1.1637250978139164
717,100718,30,0,33,0,33,2,0,0,305,21,64,3,0,797,1,8,0,3,0,39,1,-1.0129234116786723
718,100719,29,0,4,0,13,3,0,8,241,28,58,1,0,698,0,8,5,5,1,48,1,-1.052432245094069
719,100720,28,0,11,0,23,2,2,4,249,31,63,0,0,713,0,13,2,1,0,47,1,-0.9945214171245577
720,100721,39,0,31,0,17,5,0,9,244,19,59,1,0,671,0,11,4,3,2,40,1,-1.2039021994201775
721,100722,25,0,16,0,29,2,1,5,334,26,55,1,1,579,0,13,1,0,1,51,1,-1.043672417856053
722,100723,31,0,2,0,30,1,1,0,243,20,74,1,0,940,0,4,2,2,0,58,1,-0.9791655761962594
723,100724,29,0,21,0,17,0,1,0,216,24,67,1,0,793,1,7,4,3,0,49,1,-0.9686242141964514
724,100725,35,0,35,0,30,1,0,1,248,15,73,2,0,789,0,10,3,1,0,33,1,-1.0076676746176432
725,100726,7,1,5,0,3,1,3,13,318,24,52,0,2,601,0,11,3,0,1,70,1,-1.4201931657604963
726,100727,25,1,23,0,19,2,0,7,358,24,60,0,1,641,0,8,2,1,0,45,1,-1.1327702678950982
727,100728,29,0,21,1,43,1,0,0,316,29,63,1,0,806,2,9,5,5,0,49,1,-1.2408604857769896
728,100729,34,1,27,0,43,5,1,0,212,16,69,1,0,790,0,7,4,3,1,43,1,-1.1392255991661315
729,100730,20,0,27,0,35,0,1,0,203,9,73,1,0,970,0,5,4,2,0,50,1,-1.0074993982060008
730,100731,28,1,13,0,44,0,2,1,230,21,65,2,0,704,1,10,5,4,0,46,1,-1.1117087917993627
731,100732,31,0,33,0,37,3,2,0,269,28,65,0,0,677,0,10,2,2,0,45,1,-1.0143008516972447
732,100733,26,0,21,0,31,1,3,7,260,16,73,0,0,815,1,5,2,1,1,55,1,-1.0329213153122774
733,100734,24,0,11,0,11,0,1,3,199,18,68,1,0,878,0,5,4,6,0,48,1,-1.001776481417464
734,100735,22,0,6,0,47,0,0,7,302,22,61,0,0,806,0,8,4,1,1,66,1,-1.0377869331654987
735,100736,22,0,5,0,0,0,1,11,252,27,58,0,1,677,1,11,1,0,1,73,1,-1.1123439474729746
736,100737,24,0,10,0,17,1,1,2,168,15,74,1,0,1012,0,3,3,3,1,59,1,-1.007328736976205
737,100738,30,0,1,0,18,2,1,2,209,16,67,1,1,768,0,9,3,3,0,47,1,-0.9875841958286299
738,100739,26,0,12,0,19,4,2,2,312,22,62,0,0,671,1,9,0,0,1,44,1,-1.051906712830955
739,100740,27,0,18,0,9,3,1,1,160,6,78,0,0,877,0,5,4,3,1,48,1,-1.043670201772885
740,100741,37,0,10,0,19,0,0,4,197,19,72,0,0,892,0,5,3,3,0,61,1,-0.9876764689122312
741,100742,18,0,8,0,42,0,3,13,337,29,57,3,0,770,1,8,2,1,0,65,1,-1.1303266932553244
742,100743,23,0,15,0,33,1,1,4,230,23,64,1,0,812,0,9,2,1,1,50,1,-0.9705831252110492
743,100744,26,0,6,0,60,1,0,3,263,19,73,3,0,836,0,9,5,3,0,40,1,-1.02080451649828
744,100745,27,0,26,0,43,1,1,2,325,26,59,2,0,702,0,13,5,2,1,49,1,-1.013757038860152
745,100746,31,0,3,1,21,0,1,3,263,22,63,0,0,908,2,9,3,2,0,68,1,-1.2451492584928212
746,100747,20,0,23,0,39,3,0,0,264,20,68,4,0,766,0,5,1,0,0,51,1,-1.040110813881735
747,100748,20,0,26,0,60,1,0,4,401,33,56,3,1,586,0,16,1,1,0,40,1,-1.1895385111805357
748,100749,17,0,32,0,45,4,0,0,249,31,62,0,0,570,0,11,3,3,0,43,1,-1.109211766016395
749,100750,28,0,20,0,25,0,0,0,214,21,74,2,0,986,0,6,0,2,0,58,1,-0.9949793132913297
750,100751,27,0,3,0,23,1,0,4,338,22,57,2,0,712,0,8,0,0,0,46,1,-1.0037152122802546
751,100752,17,0,17,0,16,0,1,0,266,22,64,0,0,799,2,11,1,1,0,49,1,-1.0142999715511318
752,100753,16,0,24,0,29,2,0,12,411,25,51,1,0,535,0,12,1,1,0,46,1,-1.1346570538238767
753,100754,33,0,16,0,12,2,1,3,197,21,74,1,0,914,0,5,3,3,0,52,1,-0.9829540055041567
754,100755,32,0,16,0,47,2,1,5,326,19,62,0,0,766,1,5,3,4,1,36,1,-1.0285205925445609
755,100756,13,0,24,0,25,2,1,3,329,31,58,3,0,646,0,13,2,1,1,45,1,-1.04564747491583
756,100757,26,0,1,0,3,1,0,4,243,22,71,0,0,814,0,8,5,4,0,69,1,-1.0069517414120976
757,100758,26,0,19,0,34,2,1,6,267,12,70,1,0,840,0,3,3,3,0,49,1,-0.978750926365888
758,100759,21,0,2,0,8,1,0,2,251,27,65,1,0,729,0,5,4,3,0,59,1,-0.982620543858678
759,100760,32,1,20,0,13,1,1,0,371,33,58,0,0,696,0,9,3,1,1,63,1,-1.1415585721574182
760,100761,25,0,7,0,53,1,0,2,263,15,66,0,0,793,1,6,3,1,0,43,1,-0.9838288604342811
761,100762,32,0,5,0,13,2,0,14,276,30,64,1,0,760,0,10,3,3,0,53,1,-1.0226170558278531
762,100763,26,0,0,0,18,1,1,5,320,28,66,1,0,893,0,6,1,2,0,64,1,-0.9915731092687925
763,100764,36,0,29,0,32,1,1,2,158,13,76,2,0,827,0,8,1,1,1,34,1,-1.0323282136039504
764,100765,34,0,30,0,19,0,1,10,202,27,70,1,0,755,0,9,7,7,0,32,1,-1.2092687219261173
765,100766,30,1,33,0,45,1,0,0,233,18,71,3,0,839,0,8,2,1,1,40,1,-1.099621703688894
766,100767,31,0,1,0,2,0,2,10,227,26,66,0,0,817,1,7,7,7,0,67,1,-1.2158863521125136
767,100768,28,0,14,0,40,3,0,5,347,23,59,1,0,755,0,10,4,3,0,57,1,-1.001627783588794
768,100769,26,0,15,0,56,5,0,5,148,14,74,1,0,956,0,5,1,2,0,36,1,-1.1291917505619407
769,100770,28,0,3,0,13,1,1,9,178,18,78,2,0,895,0,5,3,3,0,58,1,-0.9951647076045178
770,100771,25,0,9,0,50,2,0,0,294,25,69,2,0,750,1,11,4,4,0,36,1,-1.007757764203414
771,100772,30,0,30,0,20,1,0,2,143,8,75,1,0,957,1,3,4,3,0,43,1,-1.0398842126433483
772,100773,32,0,12,0,52,1,0,0,268,14,69,0,0,890,0,7,4,5,0,48,1,-1.0042192550527906
773,100774,39,0,10,0,35,1,1,5,279,19,65,3,1,748,3,5,5,3,0,52,1,-1.2143354773207018
774,100775,35,0,21,0,28,1,0,2,166,22,74,1,0,1036,1,7,2,2,0,44,1,-1.000393082147759
775,100776,23,0,22,0,34,1,0,7,297,29,62,2,0,752,1,9,3,2,0,56,1,-0.9935851950332077
776,100777,34,2,7,0,20,0,2,8,294,23,55,1,1,605,0,8,3,1,0,62,1,-1.3696766023332185
777,100778,29,0,23,0,17,3,1,0,308,25,66,0,0,639,0,11,3,2,2,53,1,-1.0465783971604936
778,100779,34,0,23,0,40,4,0,1,184,16,70,1,0,700,1,9,2,2,0,45,1,-1.0108520040829543
779,100780,18,0,12,0,13,2,2,8,331,26,54,0,0,536,1,13,0,0,1,57,1,-1.0883888130898136
780,100781,31,0,5,0,37,3,1,1,256,13,65,0,0,868,0,8,2,2,1,40,1,-0.9902718070989837
781,100782,35,1,16,0,28,1,2,7,199,21,66,0,0,780,0,5,5,3,0,52,1,-1.1068345122177792
782,100783,28,0,10,0,38,2,1,0,295,19,69,2,0,795,0,7,3,1,0,41,1,-0.9736901939626076
783,100784,31,0,11,0,15,2,0,0,206,22,68,1,0,775,0,10,3,1,0,57,1,-0.9684964179070629
784,100785,20,0,5,0,26,2,1,1,247,15,63,0,0,728,1,8,3,0,1,56,1,-0.9923503172755774
785,100786,24,1,13,0,18,1,0,0,271,25,65,2,0,796,0,12,3,2,1,54,1,-1.0685049567759966
786,100787,21,0,18,0,38,2,0,0,339,33,65,1,0,850,0,8,3,4,1,53,1,-1.0265236316115496
787,100788,26,0,12,0,12,0,1,1,311,27,62,0,1,728,0,7,1,0,0,56,1,-1.0115694567893487
788,100789,13,0,19,0,33,0,2,8,348,29,53,6,0,751,0,15,0,0,0,58,1,-1.2976473802594994
789,100790,26,0,15,0,39,0,0,0,206,12,73,0,0,887,1,7,3,3,0,49,1,-0.9837753417687574
790,100791,37,0,32,0,52,6,0,9,146,13,79,3,0,845,1,7,3,3,0,30,1,-1.276161305082526
791,100792,32,0,12,0,52,0,0,1,198,16,73,4,0,904,0,6,6,3,0,52,1,-1.0845083213807785
792,100793,31,0,10,0,11,1,1,5,207,17,66,0,0,835,0,7,3,0,0,63,1,-0.9800849138810429
793,100794,39,0,7,0,17,3,1,4,300,26,69,1,0,798,1,8,5,4,1,63,1,-1.0379829243052865
794,100795,17,0,0,0,6,1,2,3,348,34,58,2,0,629,1,13,4,3,0,63,1,-1.0810841600244585
795,100796,30,0,10,0,29,1,1,1,214,24,60,0,0,600,0,9,5,4,0,57,1,-1.0037193694744757
796,100797,31,0,22,0,36,3,1,8,189,18,66,0,2,791,1,9,3,2,1,49,1,-1.152100289172354
797,100798,34,0,1,0,2,2,0,4,258,22,69,0,0,783,1,8,5,5,0,53,1,-1.0089210403175028
